question,answer
隐白穴的定位？,在足趾，大趾末节内侧，趾甲根角侧后方0.1寸。
隐白穴的主治？,"1、月经过多、崩漏等妇科病。
2、便血、尿血等慢性出血证。
3、癫狂，多梦。
4、惊风。
5、腹满，暴泻。"
隐白穴的刺法？,浅刺0.1寸。
隐白穴属于哪一条经络？,足太阴脾经，井穴。
大都穴的定位？,在足趾，第1跖趾关节远端赤白肉际凹陷中。
大都穴的主治？,"1、腹胀、胃痛、呕吐、腹泻、便秘等脾胃病证。
2、热病，无汗。"
大都穴的刺法？,直刺0.3~0.5寸。
大都穴属于哪一条经络？,足太阴脾经，荥穴。
太白穴的定位？,跖区，第1跖趾关节近端赤白肉际凹陷中。
太白穴的主治？,"1、肠鸣、腹胀、腹泻、胃痛、便秘等脾胃病证。
2、体重节痛。"
太白穴的刺法？,直刺0.5~0.8寸。
太白穴属于哪一条经络？,足太阴脾经，输穴；原穴。
公孙穴的定位？,在跖区，第1跖骨底的前下缘赤白肉际处。
公孙穴的主治？,"1、胃痛、呕吐、腹痛、腹泻、痢疾等脾胃肠腑病证。
2、心烦、失眠、狂证等神志病证。
3、逆气里急、气上冲心（奔豚气）等冲脉病证。"
公孙穴的刺法？,直刺0.6~1.2寸。
公孙穴属于哪一条经络？,足太阴脾经，络穴；八脉交会穴。
商丘穴的定位？,在踝区，内踝前下方，舟骨粗隆与内踝尖连线中点凹陷中。
商丘穴的主治？,"1、腹胀、腹泻、便秘等脾胃病证。
2、黄疸。
3、足踝痛。"
商丘穴的刺法？,直刺0.5~0.8寸。
商丘穴属于哪一条经络？,足太阴脾经，经穴。
三阴交穴的定位？,在小腿内侧，内踝尖上3寸，胫骨内侧缘后际。
三阴交穴的主治？,"1、肠鸣、腹胀、腹泻等脾胃虚弱诸证。
2、月经不调、带下、阴挺、不孕、滞产等妇产科病证。
3、遗精、阳痿、遗尿等生殖泌尿系统疾患。
4、心悸，失眠，高血压。
5、下肢痿痹。
6、阴虚诸证。"
三阴交穴的刺法？,直刺1~1.5寸。孕妇禁针。
三阴交穴属于哪一条经络？,足太阴脾经。
漏谷穴的定位？,在小腿内侧，内踝尖上6寸，胫骨内侧缘后际。
漏谷穴的主治？,"1、腹胀，肠鸣。
2、小便不利，遗精。
3、下肢痿痹。"
漏谷穴的刺法？,直刺1~1.5寸。
漏谷穴属于哪一条经络？,足太阴脾经。
地机穴的定位？,在小腿内侧，阴陵泉下3寸，胫骨内侧缘后际。
地机穴的主治？,"1、痛经、崩漏、月经不调等妇科病。
2、腹痛、腹泻等肠胃病证。
3、疝气。
4、小便不利、水肿等脾不运化水湿病证。"
地机穴的刺法？,直刺1~1.5寸。
地机穴属于哪一条经络？,足太阴脾经，郄穴。
阴陵泉穴的定位？,在小腿内侧，胫骨内侧髁下缘与胫骨内侧缘之间的凹陷中。
阴陵泉穴的主治？,"1、腹胀，腹泻，水肿，黄疸。
2、小便不利，遗尿，尿失禁。
3、阴部痛，痛经，遗精。
4、膝痛。"
阴陵泉穴的刺法？,直刺1~2寸。治疗膝痛可向阳陵泉或委中方向透刺。
阴陵泉穴属于哪一条经络？,足太阴脾经，合穴。
血海穴的定位？,在股前区，髌底内侧端上2寸，股内侧肌隆起处。
血海穴的主治？,"1、月经不调、痛经、经闭等妇科病。
2、瘾疹、湿疹、丹毒等血热性皮肤病。
3、膝股内侧痛。"
血海穴的刺法？,直刺1~1.5寸。
血海穴属于哪一条经络？,足太阴脾经。
箕门穴的定位？,在股前区，髌底内侧端与冲门的连线上1/3与下2/3交点，长收肌和缝匠肌交角的动脉搏动处。
箕门穴的主治？,"1、小便不利，遗尿。
2、腹股沟肿痛。"
箕门穴的刺法？,避开动脉，直刺0.5~1寸。
箕门穴属于哪一条经络？,足太阴脾经。
冲门穴的定位？,在腹股沟区，腹股沟斜纹中，髂外动脉搏动处的外侧。
冲门穴的主治？,"1、腹痛，疝气。
2、崩漏、带下、胎气上冲等妇科病证。"
冲门穴的刺法？,避开动脉，直刺0.5~1寸。
冲门穴属于哪一条经络？,足太阴脾经。
府舍穴的定位？,在下腹部，脐中下4.3寸，前正中线旁开4寸。
府舍穴的主治？,腹痛、积聚、疝气等下腹部病证。
府舍穴的刺法？,直刺1~1.5寸。
府舍穴属于哪一条经络？,足太阴脾经。
腹结穴的定位？,在下腹部，脐中下1.3寸，前正中线旁开4寸。
腹结穴的主治？,"1、腹痛，腹泻，食积。
2、疝气。"
腹结穴的刺法？,直刺1~2寸。
腹结穴属于哪一条经络？,足太阴脾经。
大横穴的定位？,在腹部，脐中旁开4寸。
大横穴的主治？,腹痛、腹泻、便秘等脾胃病证。
大横穴的刺法？,直刺1~2寸。
大横穴属于哪一条经络？,足太阴脾经。
腹哀穴的定位？,在上腹部，脐中上3寸，前正中线旁开4寸。
腹哀穴的主治？,消化不良、腹痛、便秘、痢疾等脾胃肠腑病证。
腹哀穴的刺法？,直刺1~1.5寸。
腹哀穴属于哪一条经络？,足太阴脾经。
食窦穴的定位？,在胸部，第5肋间隙，前正中线旁开6寸。
食窦穴的主治？,"1、胸胁胀痛。
2、嗳气、反胃、腹胀等胃气失降性病证。
3、水肿。"
食窦穴的刺法？,斜刺或向外平刺0.5~0.8寸。本经食窦至大包诸穴，深部为肺脏，不可深刺。
食窦穴属于哪一条经络？,足太阴脾经。
天溪穴的定位？,在胸部，第4肋间隙，前正中线旁开6寸。
天溪穴的主治？,"1、胸胁疼痛，咳嗽。
2、乳痈，乳少。"
天溪穴的刺法？,斜刺或向外平刺0.5~0.8寸。
天溪穴属于哪一条经络？,足太阴脾经。
胸乡穴的定位？,在胸部，第3肋间隙，前正中线旁开6寸。
胸乡穴的主治？,胸胁胀痛。
胸乡穴的刺法？,斜刺或向外平刺0.5~0.8寸。
胸乡穴属于哪一条经络？,足太阴脾经。
周荣穴的定位？,在胸部，第2肋间隙，前正中线旁开6寸。
周荣穴的主治？,"1、咳嗽，气逆。
2、胸胁胀满。"
周荣穴的刺法？,斜刺或向外平刺0.5~0.8寸。
周荣穴属于哪一条经络？,足太阴脾经。
大包穴的定位？,在胸外侧区，第6肋间隙，在腋中线上。
大包穴的主治？,"1、气喘。
2、胸胁痛。
3、全身疼痛。
4、四肢无力。"
大包穴的刺法？,斜刺或向后平刺0.5~0.8寸。
大包穴属于哪一条经络？,足太阴脾经，脾之大络。
手少阴心经的循行原文？,《灵枢·经脉》：心手少阴之脉，起于心中，出属心系，下膈，络小肠。其支者：从心系，上夹咽，系目系。其直者：复从心系，却上肺，下出腋下，下循臑内后廉，行太阴、心主之后，下肘内，循臂内后廉，抵掌后锐骨之端，入掌内后廉，循小指之内，出其端。
手少阴心经的主治？,"1、心、胸、神志病： 心痛，心悸，癫狂痫等。
2、经脉循行部位的其他病证：肩臂疼痛，胁肋疼痛，腕臂痛等。"
手少阴心经有多少个穴位？,左右各9穴，分别为极泉、青灵、少海、灵道、通里、阴郄、神门、少府、少冲。
手少阴心经的起止点？,起于极泉，止于少冲。
极泉穴的定位？,在腋区，腋窝中央，腋动脉搏动处。
极泉穴的主治？,"1、心痛、心悸等心系病证。
2、肩臂疼痛、胁肋疼痛、臂丛神经损伤等痛证。
3、瘰疬。
4、腋臭。
5、上肢痿痹。
6、上肢针刺麻醉用穴。"
极泉穴的刺法？,避开腋动脉，直刺或斜刺0.3~0.5寸。
极泉穴属于哪一条经络？,手少阴心经。
青灵穴的定位？,在臂前区，肘横纹上3寸，肱二头肌内侧沟中。
青灵穴的主治？,"1、头痛，振寒。
2、胁痛，肩臂疼痛。"
青灵穴的刺法？,直刺0.5~1寸。
青灵穴属于哪一条经络？,手少阴心经。
少海穴的定位？,在肘前区，横平肘横纹，肱骨内上课前缘。
少海穴的主治？,"1、心痛、療症等心病、神志病。
2、肘臂挛痛，臂麻手颤。
3、头项痛，腋胁部痛。
4、瘰疬。"
少海穴的刺法？,直刺0.5~1寸。
少海穴属于哪一条经络？,手少阴心经，合穴。
灵道穴的定位？,在前臂前区，腕掌侧远端横纹上1.5寸，尺侧腕屈肌腱的桡侧缘。
灵道穴的主治？,"1、心痛，悲恐善笑。
2、暴暗。
3、肘臂挛痛。"
灵道穴的刺法？,直刺0.3~0.5寸。不宜深刺，以免伤及血管和神经。
灵道穴属于哪一条经络？,手少阴心经，经穴。
通里穴的定位？,在前臂前区，腕掌侧远端横纹上1寸，尺侧腕屈肌腱的桡侧缘。
通里穴的主治？,"1、心悸、怔忡等心系病证。
2、舌强不语，暴暗。
3、腕臂痛。"
通里穴的刺法？,直刺0.3~0.5寸。不宜深刺，以免伤及血管和神经。
通里穴属于哪一条经络？,手少阴心经，络穴。
阴郄穴的定位？,在前臂前区，腕掌侧远端横纹上0.5寸，尺侧腕屈肌腱的桡侧缘。
阴郄穴的主治？,"1、心痛、惊悸等心系病证。
2、骨蒸盗汗。
3、吐血，邮血。"
阴郄穴的刺法？,直刺0.3~0.5寸。不宜深刺，以免伤及血管和神经。
阴郄穴属于哪一条经络？,手少阴心经，郄穴。
神门穴的定位？,在腕前区，腕掌侧远端横纹尺侧端，尺侧腕屈肌腱的桡侧缘。
神门穴的主治？,"1、心痛、心烦、惊悸、怔忡、健忘、失眠、痴呆、癫狂痫等心与神志病证。
2、高血压。
3、胸胁痛。"
神门穴的刺法？,直刺0.3~0.5寸。
神门穴属于哪一条经络？,手少阴心经，输穴；原穴。
少府穴的定位？,在手掌，横平第5掌指关节近端，第4、5掌骨之间。
少府穴的主治？,"1、心悸、胸痛等心胸病。
2、阴痒，阴痛。
3、痈疡。
4、小指挛痛。"
少府穴的刺法？,直刺0.3~0.5寸。
少府穴属于哪一条经络？,手少阴心经，荥穴。
少冲穴的定位？,在手指，小指末节桡侧，指甲根角侧上方0.1寸。
少冲穴的主治？,"1、心悸、心痛、癫狂、昏迷等心与神志病证。
2、热病。
3、胸胁痛。"
少冲穴的刺法？,浅刺0.1寸，或点刺出血。
少冲穴属于哪一条经络？,手少阴心经，井穴。
手太阳小肠经的循行原文？,《灵枢．经脉》：小肠手太阳之脉，起于小指之端，循手外侧上腕，出踝中，直上循臂骨下廉，出肘内侧两骨之间，上循臑外后廉，出肩解，绕肩胛，交肩上，入缺盆，络心，循咽下膈，抵胃，属小肠。其支者：从缺盆循颈，上颊，至目锐眦，却入耳中。其支者：别颊上?，抵鼻，至目内眦。
手太阳小肠经的主治？,"1、头面五官病： 头痛，目翳，咽喉肿痛等。
2、热病、神志病：昏迷，发热，疟疾等。
3、经脉循行部位的其他病证：项背强痛，腰背痛，手指及肘臂挛痛。"
手太阳小肠经有多少个穴位？,左右各19穴，分别为少泽、前谷、后溪、腕骨、阳谷、养老、支正、小海、肩贞、臑俞、天宗、秉风、曲垣、肩外俞、肩中俞、天窗、天容、颧髎、听宫。
手太阳小肠经的起止点？,起于少泽，止于听宫。
少泽穴的定位？,在手指，小指末节尺侧，指甲根角侧上方0.1寸。
少泽穴的主治？,"1、乳痈、乳少等乳疾。
2、昏迷、热病等急症、热证。
3、头痛、目翳、咽喉肿痛等头面五官病证。"
少泽穴的刺法？,浅刺0.1寸或点刺出血。孕妇慎用。
少泽穴属于哪一条经络？,手太阳小肠经，井穴。
前谷穴的定位？,在手指，第5掌指关节尺侧远端赤白肉际凹陷中。
前谷穴的主治？,"1、热病。
2、乳痈，乳少。
3、头痛、目痛、耳鸣、咽喉肿痛等头面五官病证。"
前谷穴的刺法？,直刺0.3~0.5寸。
前谷穴属于哪一条经络？,手太阳小肠经，荥穴。
后溪穴的定位？,在手内侧，第5掌指关节尺侧近端赤白肉际凹陷中。
后溪穴的主治？,"1、头项强痛、腰背痛、手指及肘臂挛痛等痛证。
2、耳聋，目赤。
3、癫狂痫。
4、疟疾。"
后溪穴的刺法？,直刺0.5~1寸。治疗手指挛痛可透刺合谷穴。
后溪穴属于哪一条经络？,手太阳小肠经，输穴；八脉交会穴。
腕骨穴的定位？,在腕区，第5掌骨底与三角骨之间的赤白肉际凹陷中。
腕骨穴的主治？,"1、指挛腕痛，头项强痛。
2、目翳。
3、黄疸。
4、热病，疟疾。"
腕骨穴的刺法？,直刺0.3~0.5寸。
腕骨穴属于哪一条经络？,手太阳小肠经，原穴。
阳谷穴的定位？,在腕后区，尺骨茎突与三角骨之间的凹陷中。
阳谷穴的主治？,"1、颈领肿痛、臂外侧痛、腕痛等痛证。
2、头痛、目眩、耳鸣、耳聋等头面五官病证。
3、热病。
4、癫狂痫。"
阳谷穴的刺法？,直刺0.3~0.5寸。
阳谷穴属于哪一条经络？,手太阳小肠经，经穴。
养老穴的定位？,在前臂后区，腕背横纹上1寸，尺骨头桡侧凹陷中。
养老穴的主治？,"1、目视不明。
2、肩、背、肘、臂酸痛。"
养老穴的刺法？,直刺或斜刺0.5~0.8寸。强身保健可用温和灸。
养老穴属于哪一条经络？,手太阳小肠经，郄穴。
支正穴的定位？,在前臂后区，腕背侧远端横纹上5寸，尺骨尺侧与尺侧腕屈肌之间。
支正穴的主治？,"1、头痛，项强，肘臂酸痛。
2、热病。
3、癫狂。
4、疣症。"
支正穴的刺法？,直刺或斜刺0.5~0.8寸。
支正穴属于哪一条经络？,手太阳小肠经，络穴。
小海穴的定位？,在肘后区，尺骨鹰嘴与肱骨内上课之间凹陷中。
小海穴的主治？,"1、肘臂疼痛，麻木。
2、癫痫。"
小海穴的刺法？,直刺0.3~0.5寸。
小海穴属于哪一条经络？,手太阳小肠经，合穴。
肩贞穴的定位？,在肩胛区，肩关节后下方，腋后纹头直上1寸。
肩贞穴的主治？,"1、肩臂疼痛，上肢不遂。
2、瘰疬。"
肩贞穴的刺法？,直刺1~1.5寸。不宜向胸侧深刺。
肩贞穴属于哪一条经络？,手太阳小肠经。
臑俞穴的定位？,在肩胛区，腋后纹头直上，肩胛冈下缘凹陷中。
臑俞穴的主治？,"1、肩臂疼痛，肩不举。
2、凛病。"
臑俞穴的刺法？,直刺或斜刺0.5~1.5寸。不宜向胸侧深刺。
臑俞穴属于哪一条经络？,手太阳小肠经。
天宗穴的定位？,在肩胛区，肩胛冈中点与肩胛骨下角连线上1/3与下2/3交点凹陷中。
天宗穴的主治？,"1、肩胛疼痛、肩背部损伤等局部病证。
2、气喘。"
天宗穴的刺法？,直刺或斜刺0.5~1寸。遇到阻力不可强行进针。
天宗穴属于哪一条经络？,手太阳小肠经。
秉风穴的定位？,在肩胛区，肩胛冈中点上方冈上窝中。
秉风穴的主治？,肩胛疼痛、上肢酸麻等肩胛、上肢病证。
秉风穴的刺法？,直刺或斜刺0.5~1寸。
秉风穴属于哪一条经络？,手太阳小肠经。
曲垣穴的定位？,在肩胛区，肩胛冈内侧端上缘凹陷中。
曲垣穴的主治？,肩胛疼痛。
曲垣穴的刺法？,直刺或向外斜刺0.5~1寸，不宜向胸部深刺。
曲垣穴属于哪一条经络？,手太阳小肠经。
肩外俞穴的定位？,在脊柱区，第1胸椎棘突下，后正中线旁开3寸。
肩外俞穴的主治？,肩背疼痛、颈项强急等肩背、颈项痹证。
肩外俞穴的刺法？,向外斜刺0.5~0.8寸，不宜直刺、深刺。
肩外俞穴属于哪一条经络？,手太阳小肠经。
肩中俞穴的定位？,在脊柱区，第7颈椎棘突下，后正中线旁开2寸。
肩中俞穴的主治？,"1、咳嗽，气喘。
2、肩背疼痛。"
肩中俞穴的刺法？,直刺或向外斜刺0.5~0.8寸，不宜深刺。
肩中俞穴属于哪一条经络？,手太阳小肠经。
天窗穴的定位？,在颈部，横平喉结，胸锁乳突肌后缘。
